,vs media (NO MAPPING),,vs mejor word embedding,,,,,,,,,,,,,,,,,,,,
Embeddings,,,Media (Diferencia),Media Ponderada (Diferecia),Media,Media Ponderada,SimLex 999,MTurk 287,MTurk 771,MEN DEV,MEN TEST,MEN ALL,WS353 all,WS353 relatedness,WS353 similarity,WS353 set1,WS353 set2,RG65,VERB 143,MC 30,YP 130,SimVerb 3500,RW
Normalize: False. Generate words: False,,,,,,,,,,,,,,,,,,,,,,,
Normalize: True. Generate words: True,,,,,,,,,,,,,,,,,,,,,,,
GLOVE+W2V,0.039,0.047,0.014,0.006,0.643,0.577,0.4479897579,0.7046294707,0.7365008244,0.8254098477,0.8258661776,0.8257582122,0.7623204734,0.7094897531,0.8187431236,0.75064775,0.6996554271,0.8461715026,0.4302670596,0.8409925916,0.587421988,0.3565678813,0.5386750302
GLOVE+FT,0.043,0.045,-0.005,-0.014,0.670,0.606,0.4810969734,0.7413826097,0.7713124457,0.8515555748,0.852921021,0.8521447625,0.7979582809,0.7437725685,0.8476438046,0.7763365674,0.7547534513,0.8538645669,0.4367789748,0.8443307469,0.6382438257,0.3851316478,0.5674938996
GLOVE+jointcHYB,0.047,0.050,0.034,0.018,0.688,0.624,0.5313183236,0.7254736367,0.7759566371,0.8404474444,0.8504138954,0.8438376641,0.8028273444,0.7380970104,0.8536761368,0.8091525111,0.7324799256,0.8812711083,0.4129415036,0.867697834,0.7684607651,0.4806328745,0.4822340398
GLOVE+UKB,0.058,0.069,0.079,0.040,0.709,0.650,0.5504624026,0.7507862047,0.7830171382,0.8530588778,0.8596743875,0.8554958455,0.8196676611,0.7653019696,0.8672750649,0.8252815299,0.7555545062,0.8927451388,0.3891884982,0.8952932512,0.8112919372,0.5100685085,0.5389715388
GLOVE+LEXVEC,0.045,0.055,0.011,0.006,0.641,0.579,0.4625339162,0.7296468358,0.7544810304,0.8297719931,0.8303269464,0.8300899614,0.7756120142,0.7288673389,0.8255508364,0.7540186429,0.7387248534,0.7764968183,0.4020011642,0.8067208639,0.6265163406,0.3494826194,0.5370890957
W2V+FT,0.019,0.013,-0.010,-0.016,0.665,0.604,0.4818120794,0.7290272397,0.7471992677,0.8289338141,0.831944804,0.8299908349,0.7537723649,0.6982462465,0.817766187,0.7281421814,0.7028108932,0.8521817091,0.486987893,0.8654723972,0.5916019733,0.4007529031,0.5801350556
W2V+jointcHYB,0.020,0.021,0.026,0.015,0.680,0.621,0.5395715529,0.6968719553,0.7439026243,0.8158676482,0.8222380964,0.8181184954,0.7754540544,0.7162196594,0.8361407712,0.7697053576,0.6998346893,0.8859918523,0.4530748518,0.8652498535,0.71578146,0.5055102076,0.4782235088
W2V+UKB,0.040,0.032,0.072,0.041,0.702,0.651,0.5577762115,0.7497563481,0.7602236099,0.830686202,0.8368192037,0.8330313995,0.7810636739,0.7248186717,0.841375487,0.7795767795,0.7103489096,0.8880899607,0.4201325538,0.8857238726,0.7691638124,0.5358363184,0.5416083426
W2V+LEXVEC,0.023,0.021,0.012,0.007,0.642,0.580,0.4668787819,0.7181648907,0.7381722462,0.8148642256,0.8164289939,0.8155372011,0.7426674353,0.690635217,0.8092477594,0.7270213428,0.6966102185,0.8123395041,0.4595867671,0.8249694462,0.5714926327,0.3660813138,0.5486950157
FT+jointcHYB,0.031,0.030,0.033,0.034,0.708,0.654,0.5713282486,0.7206130693,0.7842633438,0.8501058709,0.8536668422,0.8515103028,0.8102891041,0.7537120129,0.8615102785,0.7964580502,0.7479617361,0.9116718253,0.4236525786,0.8886169406,0.7713085169,0.533482845,0.5231082711
FT+UKB,0.022,0.027,0.054,0.056,0.729,0.676,0.5789117487,0.7544814442,0.7902506582,0.8570308173,0.8622716505,0.8588902017,0.8162397422,0.7678857227,0.8663067357,0.8030624537,0.7643923616,0.9055741976,0.4731596257,0.8981863191,0.8054541827,0.5495145663,0.5857019351
FT+LEXVEC,0.011,0.005,-0.004,-0.011,0.671,0.609,0.4954868686,0.7424512289,0.7765672178,0.8427584222,0.8421970896,0.8424696161,0.7811359699,0.7261321076,0.8404910797,0.7449279547,0.7485572769,0.8367300146,0.4685280812,0.8454434654,0.620229949,0.3933461938,0.5792290199
jointcHYB+UKB,0.033,0.032,0.005,0.004,0.659,0.614,0.5503969974,0.6598827555,0.7032064185,0.7862944642,0.7975833217,0.7901839609,0.7659793302,0.6947704967,0.8344537266,0.7808936393,0.6869713082,0.8790418681,0.2295580858,0.8957383385,0.8299596205,0.5717153291,0.3749681867
jointcHYB+LEXVEC,0.028,0.024,0.034,0.026,0.688,0.632,0.5527553518,0.7226053714,0.7761993036,0.8356780773,0.8432342699,0.8381875153,0.798397922,0.7375668368,0.8518707408,0.7882888287,0.7434869296,0.8635901737,0.4098323557,0.859908805,0.7484198144,0.4970989249,0.500414767
UKB+LEXVEC,0.028,0.024,0.075,0.041,0.705,0.651,0.5562293317,0.7465439642,0.7826239964,0.8431866869,0.8471971403,0.8446128141,0.8087583398,0.7559740623,0.8636104769,0.7970427628,0.7594915259,0.8788014598,0.4183533517,0.8628018729,0.7943121144,0.5161690819,0.5499103374
GLOVE+W2V+FT,0.036,0.036,-0.010,-0.020,0.665,0.600,0.4711679737,0.72674075,0.7598702536,0.8404175653,0.8428045597,0.8413555149,0.7822819288,0.7278988533,0.8329345257,0.7642083897,0.7323381659,0.8643113984,0.453475059,0.848559077,0.6131009949,0.383422585,0.5671283775
GLOVE+W2V+jointcHYB,0.037,0.041,0.027,0.011,0.681,0.617,0.511770036,0.7189073399,0.7685308009,0.8349879866,0.8418446907,0.8374521899,0.7962924732,0.7425262479,0.8449848444,0.791874172,0.7296732333,0.8905596092,0.4389449207,0.8596862613,0.6969004005,0.4509759538,0.519519824
GLOVE+W2V+UKB,0.047,0.053,0.070,0.028,0.700,0.638,0.5311417873,0.7506458374,0.7811673558,0.8461934413,0.8513421581,0.8481786796,0.8086327086,0.7610879512,0.8557390366,0.8024794165,0.7486570337,0.8985367923,0.4266591608,0.8799377368,0.7416902568,0.4750710317,0.5558918441
GLOVE+W2V+LEXVEC,0.045,0.050,0.020,0.011,0.650,0.584,0.4612635882,0.7238026818,0.7537165707,0.8283490226,0.8305515997,0.8292861008,0.7720928387,0.7225926171,0.8266411033,0.7565819958,0.7235618147,0.8305012552,0.4327205916,0.8234116404,0.6134785067,0.3600203124,0.5459816303
GLOVE+FT+jointcHYB,0.039,0.039,0.023,0.017,0.698,0.637,0.5360646296,0.7388014248,0.7920424446,0.8551641276,0.8607179118,0.8571982793,0.8139006274,0.7575057168,0.8638392895,0.8038783706,0.7565918273,0.8985367923,0.4292796135,0.8652498535,0.7378002442,0.4698486594,0.5442466502
GLOVE+FT+UKB,0.050,0.050,0.043,0.035,0.718,0.655,0.5504866376,0.7661431001,0.8013327519,0.8632848338,0.8679145108,0.8650875518,0.828126832,0.7807426222,0.873399209,0.8146528299,0.7770629795,0.9018806526,0.4539054327,0.8888394843,0.7738963875,0.488510641,0.5767845494
GLOVE+FT+LEXVEC,0.035,0.036,-0.009,-0.018,0.666,0.602,0.4814453096,0.7433398835,0.7730393238,0.8454515567,0.8457291695,0.8456779871,0.7926524407,0.7415723852,0.8420059769,0.7618879689,0.7583897004,0.8267639996,0.4394074718,0.8470012712,0.637114026,0.3780286451,0.5649219692
GLOVE+jointcHYB+UKB,0.054,0.061,0.058,0.044,0.712,0.654,0.5619877332,0.7455882988,0.7721370615,0.844565854,0.8553020935,0.8483595619,0.8158024199,0.7566493401,0.866999629,0.8179282253,0.7501743877,0.8935100741,0.4225143006,0.8910649211,0.8258644385,0.5468717107,0.5031700626
GLOVE+jointcHYB+LEXVEC,0.045,0.047,0.029,0.047,0.683,0.620,0.5208091086,0.736223032,0.7836110925,0.8425294861,0.8490889633,0.8448126651,0.803345147,0.7498958122,0.8494061637,0.7941208755,0.749245824,0.8562249388,0.4174021052,0.8518972323,0.7258894744,0.4432755745,0.5258489587
GLOVE+UKB+LEXVEC,0.048,0.057,0.067,0.026,0.697,0.636,0.5331850257,0.7597737744,0.7925162963,0.8507736522,0.8550661446,0.8522841895,0.8168122442,0.769266649,0.8622383186,0.8038783706,0.7663642467,0.8650326232,0.4055165526,0.8605764361,0.7660479725,0.4634949903,0.5537202429
W2V+FT+jointcHYB,0.031,0.025,0.020,0.016,0.695,0.636,0.5392483063,0.7224959712,0.7733881357,0.8386449896,0.8455772,0.8409589138,0.7916664877,0.7395934201,0.8459366761,0.7740345759,0.728587909,0.8989738982,0.4653586006,0.878379931,0.7061685879,0.4850523811,0.5458294716
W2V+FT+UKB,0.042,0.031,0.040,0.036,0.715,0.656,0.5536956267,0.7592039287,0.7873254637,0.8488571333,0.8544606011,0.8508097536,0.7999019504,0.7525867998,0.8531668673,0.7864442198,0.7400224422,0.897706291,0.4884861564,0.893290358,0.7466909199,0.5061141718,0.580716888
W2V+FT+LEXVEC,0.024,0.015,-0.008,-0.018,0.667,0.602,0.482159531,0.7374700928,0.7632613793,0.8331210095,0.8359334228,0.8341525432,0.7685853943,0.7175180975,0.8261633942,0.7399537096,0.7254309427,0.852990355,0.4782235549,0.8512296012,0.6054686918,0.3887756971,0.5715835343
W2V+jointcHYB+UKB,0.051,0.043,0.052,0.043,0.706,0.653,0.569280274,0.7372469773,0.7545526417,0.8285016768,0.837157396,0.8316049072,0.7952065336,0.7403358132,0.8503013302,0.7943671584,0.7223009783,0.8972036192,0.4194353191,0.8910649211,0.80278698,0.5626858095,0.5021833049
W2V+jointcHYB+LEXVEC,0.034,0.026,0.030,0.046,0.684,0.619,0.5256913283,0.723418385,0.7692739344,0.8286230743,0.8362565862,0.8312819489,0.7889450229,0.7341068348,0.8421967736,0.7760936352,0.7275738395,0.8852269169,0.4557455817,0.8683654651,0.6909532224,0.4597374341,0.5216654561
W2V+UKB+LEXVEC,0.045,0.032,0.069,0.065,0.699,0.638,0.5372956712,0.7562998736,0.781527127,0.8388626859,0.8446379416,0.8408588948,0.7970350753,0.7442450005,0.851672054,0.781317514,0.7402594585,0.8866256558,0.4446383216,0.8679203777,0.7342412383,0.4815834599,0.5556781383
FT+jointcHYB+UKB,0.044,0.045,0.047,0.048,0.722,0.668,0.5809814729,0.7423314217,0.7711162021,0.8462086461,0.8528560018,0.8485932141,0.8139961126,0.7611453179,0.8674371703,0.8079546044,0.7509041876,0.9094425851,0.4377925651,0.9048626297,0.8278313295,0.5692855456,0.5365223954
FT+jointcHYB+LEXVEC,0.024,0.021,0.024,0.021,0.699,0.641,0.5483462665,0.7377295058,0.7934926048,0.8507961679,0.853659922,0.8518550618,0.8062877283,0.7507473146,0.8581326028,0.7833614947,0.752720062,0.8925047305,0.4353088667,0.8652498535,0.7262396302,0.4795845162,0.5510468538
FT+UKB+LEXVEC,0.029,0.022,0.043,0.038,0.718,0.658,0.5561309952,0.7669929189,0.8027761044,0.8575268693,0.8602900503,0.8585164535,0.8175789904,0.7703862378,0.867824502,0.7930017123,0.7746080614,0.895936012,0.4685642809,0.8814955426,0.7658291251,0.4953861548,0.5888420286
jointcHYB+UKB+LEXVEC,0.040,0.036,0.046,0.037,0.700,0.647,0.5680377559,0.735031052,0.7664275384,0.8383997706,0.8468015993,0.8413404038,0.8107412947,0.7557592182,0.8645465284,0.8053242357,0.7521882756,0.8881992372,0.3489525844,0.8952932512,0.8216023854,0.5534858561,0.470787719
GLOVE+W2V+FT+jointcHYB,0.035,0.034,0.015,0.006,0.690,0.626,0.5166158038,0.7326128251,0.7798601563,0.8450694225,0.8512389904,0.8473099985,0.8021215723,0.7494200057,0.8513571677,0.7892086201,0.7397209216,0.8952584978,0.4519687513,0.8717036204,0.6922909271,0.4474931327,0.5495557296
GLOVE+W2V+FT+UKB,0.046,0.042,0.031,0.021,0.706,0.641,0.5298286222,0.7590056885,0.7907020708,0.8531221149,0.8581172276,0.8550596179,0.8121833942,0.7666034073,0.8596496519,0.793923179,0.756383313,0.9069510813,0.4659136619,0.889729659,0.7182517001,0.4637737487,0.5744449136
GLOVE+W2V+FT+LEXVEC,0.037,0.035,-0.011,-0.022,0.664,0.598,0.4743881203,0.734882816,0.7657492609,0.8391244631,0.8411570344,0.8400081764,0.7854540838,0.7341428296,0.8363466308,0.7618259793,0.7422545951,0.8496027841,0.449881238,0.8389896985,0.6233813516,0.3783212587,0.5639491785
GLOVE+W2V+jointcHYB+UKB,0.051,0.054,0.056,0.040,0.710,0.650,0.5535200834,0.7490888516,0.7790215455,0.8448194493,0.8536221217,0.8479888544,0.8152125942,0.7647196785,0.8594043418,0.81235754,0.7509521909,0.8996514124,0.4498530827,0.8788250184,0.7815013347,0.5204737906,0.5305326026
GLOVE+W2V+jointcHYB+LEXVEC,0.044,0.045,0.024,0.040,0.678,0.613,0.5059063471,0.7306928642,0.7754793554,0.8364220019,0.843124368,0.838781831,0.7978678427,0.7487447278,0.8438909911,0.7864391937,0.7432844157,0.8739058735,0.4389087211,0.852119776,0.6855203356,0.4285197024,0.5344268632
GLOVE+W2V+UKB+LEXVEC,0.051,0.051,0.061,0.017,0.691,0.627,0.5179745384,0.7526711373,0.7857687245,0.8443081933,0.8495340804,0.8461153049,0.8074927516,0.7637076991,0.8519582491,0.7941912421,0.7576456494,0.8801127776,0.4269427248,0.8628018729,0.7165775175,0.4452158629,0.5566229877
GLOVE+FT+jointcHYB+UKB,0.045,0.050,0.047,0.042,0.722,0.662,0.5664463358,0.7596846805,0.7935867467,0.8585045239,0.8659681661,0.8611813958,0.8266518584,0.7747802304,0.8735663354,0.8199286458,0.7699809944,0.907737872,0.4549994666,0.8908423774,0.802491536,0.5290647853,0.5468152354
GLOVE+FT+jointcHYB+LEXVEC,0.033,0.035,0.014,0.007,0.689,0.627,0.5233599653,0.7446938062,0.7914852909,0.8511796262,0.8553500072,0.8526124052,0.8085617767,0.7562230264,0.8557792043,0.7905589877,0.7590474955,0.8738403076,0.4332193423,0.8470012712,0.7144464909,0.4424881331,0.5516826008
GLOVE+FT+UKB+LEXVEC,0.040,0.040,0.029,0.020,0.704,0.640,0.5322845969,0.766174321,0.7998298455,0.8574245867,0.8607510066,0.858684492,0.8190257277,0.7722493447,0.8651971022,0.7992526076,0.7738250077,0.8827135578,0.4461727847,0.870590902,0.7386619558,0.456326403,0.5724899193
GLOVE+jointcHYB+UKB+LEXVEC,0.056,0.058,0.056,0.041,0.710,0.651,0.556238395,0.7562950509,0.7889328152,0.8503365281,0.8581715214,0.8531002024,0.8213209193,0.768933322,0.865385747,0.8117979584,0.7651071606,0.8827572684,0.4311901507,0.8799377368,0.7989653573,0.5132052741,0.5325496561
W2V+FT+jointcHYB+UKB,0.048,0.041,0.065,0.052,0.719,0.662,0.5705242967,0.7514324528,0.7809099743,0.8464782692,0.8538360374,0.8491722422,0.8085433617,0.7603159373,0.8605426666,0.7998574248,0.7443284872,0.9062298565,0.4713516542,0.8970736007,0.784808666,0.5422926893,0.5484748366
W2V+FT+jointcHYB+LEXVEC,0.030,0.022,0.037,0.055,0.691,0.628,0.526409967,0.7336849979,0.7812080839,0.8401345319,0.8461671924,0.8422070866,0.7957629395,0.7447950464,0.8480985607,0.7764019078,0.7376080268,0.89283256,0.4631363441,0.8761544941,0.6853370509,0.4540577744,0.5525100317
W2V+FT+UKB+LEXVEC,0.043,0.025,0.031,0.022,0.706,0.642,0.5349610704,0.7644003116,0.791765046,0.8477357935,0.8528855434,0.8495581651,0.8031405359,0.7562845176,0.8546530733,0.7810058907,0.7509199387,0.8928762706,0.4829817981,0.8765995815,0.722004933,0.4693090585,0.5767233912
W2V+jointcHYB+UKB+LEXVEC,0.054,0.041,0.055,0.041,0.709,0.651,0.5597612002,0.7529038983,0.7773643935,0.8396007002,0.8477615043,0.8424537975,0.8088036271,0.7575338378,0.8586519142,0.7973610876,0.7510241959,0.8944498519,0.4459032984,0.88194063,0.7772611663,0.526414656,0.5311821131
FT+jointcHYB+UKB+LEXVEC,0.038,0.036,0.068,0.055,0.722,0.665,0.5711493954,0.7580586533,0.7917523078,0.854204191,0.85932652,0.8560361346,0.8194506369,0.7686378645,0.867382657,0.8026921916,0.764105842,0.9023614691,0.4599527858,0.8921776396,0.7980024287,0.5353155834,0.5586317025
GLOVE+W2V+FT+jointcHYB+UKB,0.046,0.045,0.039,0.032,0.714,0.652,0.5517330435,0.7551396222,0.79039464,0.8522660274,0.8594434982,0.8549228852,0.8170122175,0.7680139543,0.8645623086,0.807991463,0.755961034,0.9066013966,0.4726769637,0.8852787853,0.7586974354,0.5047836533,0.5549104659
GLOVE+W2V+FT+jointcHYB+LEXVEC,0.039,0.035,0.010,-0.001,0.685,0.619,0.5093407517,0.7365636702,0.782404057,0.8437223057,0.8492215045,0.8456896521,0.8002443331,0.7504327349,0.8479321515,0.7838054742,0.7459148459,0.8790855787,0.4506796414,0.859908805,0.6844206274,0.4299808474,0.5521037671
GLOVE+W2V+FT+UKB+LEXVEC,0.046,0.039,0.022,0.011,0.697,0.631,0.518116198,0.7593559722,0.791340589,0.8500349147,0.8545542917,0.8516689359,0.8089102977,0.7636702045,0.8542578515,0.7874511317,0.7607688634,0.8851176404,0.4635224737,0.8690330962,0.7068552217,0.4420223114,0.5698594359
GLOVE+W2V+jointcHYB+UKB+LEXVEC,0.059,0.054,0.052,0.032,0.706,0.642,0.5426711501,0.7549114301,0.7873659692,0.8457752019,0.8534997357,0.8484664558,0.815158304,0.7660758583,0.8592666239,0.80404591,0.7579644213,0.8960452885,0.4507439964,0.8841660668,0.7560767378,0.490503718,0.541791478
GLOVE+FT+jointcHYB+UKB+LEXVEC,0.041,0.044,0.039,0.033,0.714,0.653,0.554130558,0.7624080095,0.7988345541,0.8570939622,0.8628112685,0.8591339576,0.8222744073,0.771336726,0.866361249,0.8099667527,0.7689789258,0.8981652522,0.4510919153,0.8772672126,0.7802019282,0.4988491655,0.5550531251
W2V+FT+jointcHYB+UKB+LEXVEC,0.046,0.034,0.039,0.033,0.714,0.653,0.5569721212,0.757033185,0.7899329243,0.8483553413,0.854886434,0.8506438117,0.812308207,0.7633567496,0.8618251648,0.7978720828,0.7547166988,0.9020992056,0.4700524888,0.88616896,0.7630962682,0.5098926934,0.5570643353
GLOVE+W2V+FT+jointcHYB+UKB+LEXVEC,0.049,0.042,0.033,0.024,0.708,0.644,0.5410906469,0.7567453431,0.7931030763,0.8508504669,0.8573469844,0.8531951192,0.8151921331,0.7684106472,0.8599874912,0.7996714561,0.7605723499,0.9005256242,0.4688579003,0.8761544941,0.7481900246,0.4806967239,0.5574350708
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Mean. No mapping,,,,,,,,,,,,,,,,,,,,,,,
GLOVE + W2V,,,,,0.605,0.530,0.4107697905,0.6718553517,0.6939266893,0.7908892879,0.7844380507,0.7887553178,0.680450502,0.6060031487,0.7875342327,0.6856424599,0.6300506591,0.8125143465,0.4757539341,0.8047179707,0.5318921955,0.3042168459,0.4749925117
GLOVE + FT,,,,,0.627,0.561,0.4434640951,0.6913940763,0.7370549408,0.8233287566,0.8234256257,0.8235327121,0.7213730064,0.6552031919,0.8048443721,0.7163658365,0.6762785757,0.8131918606,0.4060957471,0.8200734851,0.6035510414,0.336961524,0.5012134703
GLOVE + jointcHYB,,,,,0.642,0.573,0.4776977207,0.6728782817,0.7498466316,0.7989550747,0.7963965007,0.7984887962,0.7155894675,0.6245172338,0.8230374842,0.7257832266,0.6631781783,0.8452535802,0.4136192416,0.8180705919,0.7127039185,0.4242307779,0.4296936749
GLOVE + UKB,,,,,0.651,0.581,0.4840769359,0.6667140496,0.7346502696,0.8015258498,0.8074781427,0.8038352792,0.7282081104,0.6362031768,0.8161379595,0.7742925866,0.6030840618,0.8649014914,0.4119842239,0.8512296012,0.7188124965,0.4112828321,0.4869033451
GLOVE + LEXVEC,,,,,0.596,0.524,0.4158102333,0.6783221477,0.714463639,0.7951133515,0.7858392857,0.7920434265,0.6820077294,0.6025648936,0.7720323585,0.7118171415,0.6181383431,0.7788134797,0.3700187711,0.7793479905,0.599398412,0.2810753708,0.4692479871
W2V + FT,,,,,0.646,0.591,0.4648479349,0.6927490143,0.7122242628,0.8088765642,0.8135199772,0.8106600703,0.7579801251,0.7016402579,0.803674487,0.7458594738,0.7094300966,0.8104599486,0.4810390834,0.8518972323,0.5559353181,0.3984817405,0.5686135437
W2V + jointcHYB,,,,,0.660,0.600,0.5203304735,0.656746447,0.715100992,0.7931421633,0.7952941272,0.7940384431,0.7490975455,0.6821764345,0.8105740117,0.7439662785,0.6825572558,0.8635683184,0.4028719669,0.8814955426,0.7299326801,0.4933501093,0.4502072832
W2V + UKB,,,,,0.662,0.618,0.5309206747,0.706090827,0.7184370806,0.8006945894,0.8008647959,0.8009380193,0.7197774486,0.6324488421,0.7870220942,0.7445292109,0.6347032278,0.8289276739,0.4016307375,0.8525648633,0.6968101259,0.5039034828,0.51840438
W2V + LEXVEC,,,,,0.620,0.560,0.4611097463,0.7062354454,0.688268132,0.7843397138,0.792417419,0.7869156042,0.7061609853,0.6263852149,0.7852912954,0.6982816328,0.6324073205,0.7991826158,0.4246058361,0.8031601649,0.5555003589,0.3501911947,0.5356542156
FT + jointcHYB,,,,,0.677,0.624,0.5525663339,0.6761019073,0.7411974477,0.8107341961,0.8152539667,0.812181143,0.7816052115,0.7015971391,0.8476997525,0.7825841119,0.698165825,0.892395454,0.3368679337,0.8966285133,0.7584266118,0.5253586407,0.4726588618
FT + UKB,,,,,0.707,0.648,0.5464922928,0.703186454,0.7656478008,0.8307299648,0.8279448895,0.8301781987,0.7812306366,0.7241527675,0.8347212724,0.755621995,0.7481972522,0.8950180896,0.5183870694,0.9033048239,0.7473228418,0.5206508213,0.5642117443
FT + LEXVEC,,,,,0.660,0.604,0.495522821,0.7436254408,0.7439989263,0.8246461982,0.8313763767,0.8268352631,0.7397368579,0.6729786334,0.7906171059,0.6948571273,0.73663221,0.8078154578,0.4961645049,0.8131746308,0.6109152565,0.3937355222,0.5909000663
jointcHYB + UKB,,,,,0.626,0.582,0.5327404533,0.5751800897,0.6748200443,0.7465792667,0.7472746708,0.7474240338,0.7344802608,0.6307207159,0.8058916022,0.7498402101,0.6422449944,0.8314628883,0.2710569653,0.8774897562,0.7498833564,0.5372219018,0.3592741889
jointcHYB + LEXVEC,,,,,0.660,0.608,0.5186548415,0.6733257818,0.7425483603,0.8027255048,0.8100384277,0.8051113621,0.7780463414,0.7269479902,0.836444181,0.7649907987,0.7361934299,0.8488815593,0.3801727737,0.8234116404,0.730490741,0.4919486442,0.4697806948
UKB + LEXVEC,,,,,0.677,0.627,0.5407230406,0.6959462417,0.7642207866,0.8211529617,0.8224061992,0.8218916403,0.7781232752,0.7151844334,0.8227104041,0.7810762572,0.7290971938,0.8238353899,0.4166720789,0.8830533484,0.7054245068,0.4906674796,0.5295083369
GLOVE + W2V + FT,,,,,0.629,0.565,0.4332086171,0.7007344679,0.7087411552,0.8124800995,0.8119180547,0.8125005034,0.7267354557,0.6647781887,0.8006116976,0.7187918071,0.6821447276,0.797281205,0.4821411617,0.8147324366,0.5640080516,0.3503222215,0.5240728477
GLOVE + W2V + jointcHYB,,,,,0.643,0.575,0.4693054422,0.6764199547,0.7324456255,0.8041414651,0.7956639558,0.8013786822,0.7224849999,0.6455067126,0.8196949553,0.7186946342,0.6788572524,0.8357902369,0.4680031863,0.8327584752,0.6571549768,0.4077574765,0.4739828642
GLOVE + W2V + UKB,,,,,0.652,0.585,0.4809314022,0.6850194202,0.7188210058,0.8060995435,0.8066951934,0.8061939141,0.7297471955,0.6512793817,0.809394802,0.7603650357,0.6370643895,0.8523784067,0.4819239638,0.8429954848,0.6559020754,0.4074873762,0.5158852283
GLOVE + W2V + LEXVEC,,,,,0.605,0.534,0.4254238823,0.6871289912,0.6931042991,0.789611227,0.787256954,0.7885697759,0.6883543583,0.6046934622,0.7839879961,0.7050468741,0.6199197151,0.7912928539,0.433058455,0.7724491362,0.5752267165,0.3004794987,0.4967250018
GLOVE + FT + jointcHYB,,,,,0.659,0.598,0.4983037935,0.6918314233,0.7573451001,0.8248801579,0.8221133152,0.8241129044,0.7467535201,0.667868119,0.8409494222,0.745949945,0.6852514404,0.8531214868,0.3916862743,0.8607989798,0.70130744,0.4376083229,0.4863719692
GLOVE + FT + UKB,,,,,0.668,0.605,0.4992950421,0.7025389368,0.7543264444,0.8303438822,0.8291631068,0.8303857293,0.7511332902,0.6802210909,0.8274559344,0.7561815767,0.6806161228,0.8462807791,0.4792813892,0.8314232131,0.6973189461,0.4255951814,0.5314400575
GLOVE + FT + LEXVEC,,,,,0.631,0.566,0.4481040545,0.7133246295,0.7309056567,0.8183598013,0.8166334746,0.8178309324,0.7116632521,0.6387963035,0.7770805813,0.7069735773,0.6770728801,0.7942651741,0.4512668802,0.7837988642,0.6255944459,0.3365144039,0.5318705673
